graph_id,graph_node,connection_data
82,7,"[(0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (5, 6)]"
83,7,"[(0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
84,7,"[(0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
85,7,"[(0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
86,7,"[(0, 4), (0, 5), (0, 6), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
87,7,"[(0, 4), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
88,7,"[(0, 4), (0, 6), (1, 4), (2, 5), (3, 5), (4, 6), (5, 6)]"
89,7,"[(0, 4), (0, 6), (1, 4), (2, 5), (2, 6), (3, 5), (4, 6)]"
90,7,"[(0, 4), (0, 6), (1, 4), (2, 5), (2, 6), (3, 5), (4, 6), (5, 6)]"
91,7,"[(0, 4), (0, 6), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
92,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (3, 5), (4, 6), (5, 6)]"
93,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5)]"
94,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6)]"
95,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6), (5, 6)]"
96,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6)]"
97,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
98,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
99,7,"[(0, 4), (0, 6), (1, 4), (2, 5), (2, 6), (3, 5), (4, 5), (4, 6), (5, 6)]"
100,7,"[(0, 4), (0, 6), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
101,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (3, 5), (4, 5), (4, 6), (5, 6)]"
102,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 5), (4, 6)]"
103,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 5), (4, 6), (5, 6)]"
104,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5)]"
105,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
106,7,"[(0, 4), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
107,7,"[(0, 4), (0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (5, 6)]"
108,7,"[(0, 4), (0, 5), (1, 4), (2, 5), (2, 6), (3, 6), (4, 6)]"
109,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (3, 6), (4, 6), (5, 6)]"
110,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6)]"
111,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6)]"
112,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
113,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (2, 5), (3, 6), (4, 6), (5, 6)]"
114,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (2, 5), (2, 6), (3, 6), (4, 6)]"
115,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 6), (4, 6)]"
116,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 6), (4, 6), (5, 6)]"
117,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6)]"
118,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6)]"
119,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
120,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6)]"
121,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
122,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (2, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
123,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6)]"
124,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 6), (4, 5), (4, 6)]"
125,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
126,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 5)]"
127,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6)]"
128,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
129,7,"[(0, 4), (0, 5), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
130,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6)]"
131,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6)]"
132,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (5, 6)]"
133,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
134,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
135,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (5, 6)]"
136,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
137,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
138,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (3, 5), (4, 6), (5, 6)]"
139,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (5, 6)]"
140,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6)]"
141,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 6), (5, 6)]"
142,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6)]"
143,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (5, 6)]"
144,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
145,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
146,7,"[(0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
147,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
148,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (4, 5), (4, 6), (5, 6)]"
149,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5)]"
150,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (5, 6)]"
151,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
152,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
153,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (2, 6), (3, 6), (4, 6)]"
154,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 6)]"
155,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 6), (4, 6)]"
156,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 6), (4, 6), (5, 6)]"
157,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
158,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 6), (4, 5)]"
159,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 6), (4, 5), (4, 6)]"
160,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
161,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (4, 6)]"
162,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
163,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (3, 6)]"
164,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (3, 6), (5, 6)]"
165,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (3, 6), (4, 6)]"
166,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (3, 6), (4, 6), (5, 6)]"
167,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6)]"
168,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (5, 6)]"
169,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6)]"
170,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
171,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
172,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (4, 5)]"
173,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (4, 5), (5, 6)]"
174,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6)]"
175,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
176,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6)]"
177,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (5, 6)]"
178,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
179,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
180,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
181,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
182,7,"[(0, 4), (0, 5), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
183,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (4, 6), (5, 6)]"
184,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6)]"
185,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
186,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (3, 5), (4, 6), (5, 6)]"
187,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (3, 5), (3, 6), (4, 6)]"
188,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (4, 6)]"
189,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (4, 6), (5, 6)]"
190,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6)]"
191,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6)]"
192,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
193,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
194,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6)]"
195,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
196,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (2, 4), (2, 5), (3, 6), (4, 6), (5, 6)]"
197,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 6), (4, 6), (5, 6)]"
198,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6)]"
199,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6)]"
200,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 6), (5, 6)]"
201,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
202,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6)]"
203,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 6), (4, 5), (4, 6), (5, 6)]"
204,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (3, 5), (3, 6), (4, 6)]"
205,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (4, 6)]"
206,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6)]"
207,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (5, 6)]"
208,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6)]"
209,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 6), (5, 6)]"
210,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
211,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (4, 6), (5, 6)]"
212,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6)]"
213,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 6)]"
214,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 6), (5, 6)]"
215,7,"[(0, 4), (0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
216,7,"[(0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6)]"
